Gene stable ID	Gene name
ENSMMUG00000004523	POLD4
ENSMMUG00000004703	RNF24
ENSMMUG00000018087	TSPOAP1
ENSMMUG00000020266	KIAA0895L
ENSMMUG00000019049	OR10A7
ENSMMUG00000058149	
ENSMMUG00000038615	TRIB2
ENSMMUG00000027438	
ENSMMUG00000063230	ZNF713
ENSMMUG00000017246	LOXHD1
ENSMMUG00000000495	ZBTB26
ENSMMUG00000005716	COL13A1
ENSMMUG00000054303	
ENSMMUG00000049595	Metazoa_SRP
ENSMMUG00000005625	FBRS
ENSMMUG00000053925	SHLD3
ENSMMUG00000004478	LPCAT2
ENSMMUG00000011834	THAP5
ENSMMUG00000042668	CFAP61
ENSMMUG00000047697	ZNF875
ENSMMUG00000011850	CDH1
ENSMMUG00000013155	RAD9B
ENSMMUG00000023591	ZGRF1
ENSMMUG00000019188	ADAD2
ENSMMUG00000000568	SLC46A2
ENSMMUG00000022356	TMEM98
ENSMMUG00000014508	KCTD20
ENSMMUG00000059917	U6
ENSMMUG00000063212	Metazoa_SRP
ENSMMUG00000052803	Metazoa_SRP
ENSMMUG00000002849	SGSH
ENSMMUG00000057052	
ENSMMUG00000052187	
ENSMMUG00000020449	MOCS2
ENSMMUG00000061416	Metazoa_SRP
ENSMMUG00000052583	
ENSMMUG00000060336	
ENSMMUG00000014397	NCKAP1
ENSMMUG00000025133	Y_RNA
ENSMMUG00000049294	GTF2H5
ENSMMUG00000057289	Metazoa_SRP
ENSMMUG00000061161	
ENSMMUG00000062737	OR6C74
ENSMMUG00000062480	
ENSMMUG00000052413	
ENSMMUG00000004430	ZNF701
ENSMMUG00000053639	
ENSMMUG00000003718	TLE1
ENSMMUG00000012365	PIP4K2B
ENSMMUG00000042458	TPD52L2
ENSMMUG00000022127	
ENSMMUG00000013586	NMT1
ENSMMUG00000005325	SLC5A10
ENSMMUG00000001467	COL1A1
ENSMMUG00000051136	
ENSMMUG00000001821	USP54
ENSMMUG00000038858	
ENSMMUG00000058150	
ENSMMUG00000057678	
ENSMMUG00000049403	
ENSMMUG00000017458	DCAF12
ENSMMUG00000010546	STXBP4
ENSMMUG00000023835	U6
ENSMMUG00000010476	SOWAHD
ENSMMUG00000059535	
ENSMMUG00000021054	MCM5
ENSMMUG00000049984	
ENSMMUG00000016519	TRAPPC13
ENSMMUG00000054292	Metazoa_SRP
ENSMMUG00000004386	SPAG1
ENSMMUG00000063910	OR6C1
ENSMMUG00000045255	PNMA6E
ENSMMUG00000015649	MOGAT1
ENSMMUG00000020582	RPL38
ENSMMUG00000027986	U6
ENSMMUG00000004476	RBM27
ENSMMUG00000000496	ZBTB6
ENSMMUG00000055690	
ENSMMUG00000044436	Metazoa_SRP
ENSMMUG00000051270	
ENSMMUG00000059232	U6
ENSMMUG00000009901	HMOX2
ENSMMUG00000004283	CIB3
ENSMMUG00000024466	U1
ENSMMUG00000009026	EIF3M
ENSMMUG00000064730	
ENSMMUG00000058022	PCBD2
ENSMMUG00000005601	OPTN
ENSMMUG00000019672	ATG13
ENSMMUG00000061011	Metazoa_SRP
ENSMMUG00000015942	KCTD5
ENSMMUG00000016438	PRKD3
ENSMMUG00000036662	Y_RNA
ENSMMUG00000064027	
ENSMMUG00000007152	SHARPIN
ENSMMUG00000057937	ZFP92
ENSMMUG00000033742	mml-mir-663-3
ENSMMUG00000058461	
ENSMMUG00000020379	PRKACG
ENSMMUG00000039439	Metazoa_SRP
ENSMMUG00000063771	
ENSMMUG00000056259	
ENSMMUG00000053218	
ENSMMUG00000011271	SLC9A6
ENSMMUG00000059199	
ENSMMUG00000056716	
ENSMMUG00000018068	MRI1
ENSMMUG00000052656	PRDM6
ENSMMUG00000004084	GCH1
ENSMMUG00000052906	Metazoa_SRP
ENSMMUG00000059224	
ENSMMUG00000023128	ITPR2
ENSMMUG00000051642	
ENSMMUG00000018391	RPL39
ENSMMUG00000035686	U4
ENSMMUG00000014591	LIG1
ENSMMUG00000051300	
ENSMMUG00000065020	
ENSMMUG00000022128	ZNF527
ENSMMUG00000032338	
ENSMMUG00000062508	
ENSMMUG00000048757	FAM136A
ENSMMUG00000058775	
ENSMMUG00000032020	
ENSMMUG00000052071	RAMP1
ENSMMUG00000005286	CATSPER3
ENSMMUG00000016402	LHFPL2
ENSMMUG00000058818	
ENSMMUG00000052127	
ENSMMUG00000055821	
ENSMMUG00000058632	
ENSMMUG00000004573	C8H8orf34
ENSMMUG00000059827	Metazoa_SRP
ENSMMUG00000051950	
ENSMMUG00000013143	RASL10B
ENSMMUG00000056747	
ENSMMUG00000055398	
ENSMMUG00000011297	KIF5A
ENSMMUG00000015297	CD69
ENSMMUG00000009473	BANP
ENSMMUG00000048969	mml-mir-3927
ENSMMUG00000049487	OR6C75
ENSMMUG00000009615	IMP4
ENSMMUG00000002763	GP1BA
ENSMMUG00000053315	Metazoa_SRP
ENSMMUG00000057648	
ENSMMUG00000020254	EXOC3L1
ENSMMUG00000004253	MMP13
ENSMMUG00000054304	Metazoa_SRP
ENSMMUG00000012331	SLC38A4
ENSMMUG00000056101	
ENSMMUG00000064488	
ENSMMUG00000010966	SNX30
ENSMMUG00000017098	ALKAL2
ENSMMUG00000054575	MALL
ENSMMUG00000057264	PPTC7
ENSMMUG00000059132	CARD19
ENSMMUG00000008505	OAS2
ENSMMUG00000003685	ST8SIA1
ENSMMUG00000023408	MYOM2
ENSMMUG00000007342	CSMD3
ENSMMUG00000012083	ZNF808
ENSMMUG00000034341	U6
ENSMMUG00000057233	
ENSMMUG00000060417	
ENSMMUG00000064678	
ENSMMUG00000063859	
ENSMMUG00000002645	DDX56
ENSMMUG00000021134	RC3H2
ENSMMUG00000058071	RPS26
ENSMMUG00000050818	
ENSMMUG00000019448	TULP4
ENSMMUG00000003521	P2RX4
ENSMMUG00000053905	
ENSMMUG00000053185	Metazoa_SRP
ENSMMUG00000000357	FXN
ENSMMUG00000024896	SNORA69
ENSMMUG00000049920	Metazoa_SRP
ENSMMUG00000052086	Metazoa_SRP
ENSMMUG00000049815	5_8S_rRNA
ENSMMUG00000063125	Metazoa_SRP
ENSMMUG00000062819	
ENSMMUG00000022129	LGI4
ENSMMUG00000048864	RND1
ENSMMUG00000042200	
ENSMMUG00000056857	
ENSMMUG00000045185	
ENSMMUG00000062187	
ENSMMUG00000046839	Metazoa_SRP
ENSMMUG00000002850	SLC26A11
ENSMMUG00000050729	
ENSMMUG00000002765	SLC25A11
ENSMMUG00000050598	
ENSMMUG00000003981	TTYH2
ENSMMUG00000055144	
ENSMMUG00000042395	MCFD2
ENSMMUG00000033137	U6
ENSMMUG00000021840	STRC
ENSMMUG00000053741	U6
ENSMMUG00000022140	
ENSMMUG00000005617	STAT4
ENSMMUG00000064122	
ENSMMUG00000054358	
ENSMMUG00000022802	NPHP1
ENSMMUG00000063043	
ENSMMUG00000061641	
ENSMMUG00000054950	
ENSMMUG00000049234	NINJ2
ENSMMUG00000050783	
ENSMMUG00000050990	
ENSMMUG00000037172	
ENSMMUG00000057847	MRPS17
ENSMMUG00000001250	PTPN3
ENSMMUG00000053564	
ENSMMUG00000016168	ZNF569
ENSMMUG00000057800	
ENSMMUG00000053618	
ENSMMUG00000052377	
ENSMMUG00000063742	
ENSMMUG00000023072	FABP6
ENSMMUG00000000908	SUCLG1
ENSMMUG00000062658	
ENSMMUG00000045660	FAM83G
ENSMMUG00000013076	FAM32A
ENSMMUG00000053684	5S_rRNA
ENSMMUG00000009898	CDIP1
ENSMMUG00000062077	
ENSMMUG00000004545	
ENSMMUG00000019956	PANK2
ENSMMUG00000013102	TRPM6
ENSMMUG00000026083	U6
ENSMMUG00000054995	
ENSMMUG00000007713	GLB1L3
ENSMMUG00000001938	CTC1
ENSMMUG00000007149	CYC1
ENSMMUG00000050062	
ENSMMUG00000061575	
ENSMMUG00000015932	SSH3
ENSMMUG00000058789	
ENSMMUG00000058402	
ENSMMUG00000017097	
ENSMMUG00000020222	UPF3B
ENSMMUG00000001698	RD3L
ENSMMUG00000057567	
ENSMMUG00000050143	5S_rRNA
ENSMMUG00000032009	UMPS
ENSMMUG00000008942	CNDP1
ENSMMUG00000063250	
ENSMMUG00000062712	
ENSMMUG00000056755	
ENSMMUG00000016384	NUP205
ENSMMUG00000031310	
ENSMMUG00000051228	Metazoa_SRP
ENSMMUG00000012739	HAUS7
ENSMMUG00000023272	ZNF83
ENSMMUG00000010259	CLIP4
ENSMMUG00000052857	Metazoa_SRP
ENSMMUG00000023541	CBFA2T2
ENSMMUG00000013142	GAS2L2
ENSMMUG00000006641	C2CD5
ENSMMUG00000021753	TTC25
ENSMMUG00000061297	
ENSMMUG00000053882	Metazoa_SRP
ENSMMUG00000032007	
ENSMMUG00000063356	
ENSMMUG00000060198	5S_rRNA
ENSMMUG00000054527	Metazoa_SRP
ENSMMUG00000040171	
ENSMMUG00000058015	
ENSMMUG00000019052	OR6C2
ENSMMUG00000053147	
ENSMMUG00000015767	CEP120
ENSMMUG00000054706	
ENSMMUG00000007070	CCDC122
ENSMMUG00000002062	CAST
ENSMMUG00000018482	UBE2F
ENSMMUG00000050939	
ENSMMUG00000052554	Metazoa_SRP
ENSMMUG00000025474	Y_RNA
ENSMMUG00000064954	
ENSMMUG00000053204	Metazoa_SRP
ENSMMUG00000063801	
ENSMMUG00000054732	Metazoa_SRP
ENSMMUG00000018908	ILKAP
ENSMMUG00000053297	5S_rRNA
ENSMMUG00000063174	
ENSMMUG00000011411	SPACA3
ENSMMUG00000057982	Metazoa_SRP
ENSMMUG00000002944	CWC25
ENSMMUG00000045446	
ENSMMUG00000000661	RGR
ENSMMUG00000059427	
ENSMMUG00000055793	
ENSMMUG00000036629	U6
ENSMMUG00000000302	WDHD1
ENSMMUG00000058796	
ENSMMUG00000025578	U6
ENSMMUG00000005342	EIF2B3
ENSMMUG00000061687	
ENSMMUG00000052860	PITX1
ENSMMUG00000023073	CCNJL
ENSMMUG00000057094	OR6C4
ENSMMUG00000050686	
ENSMMUG00000007922	FHL1
ENSMMUG00000049004	PSMD4
ENSMMUG00000047187	U6
ENSMMUG00000039526	TCTN1
ENSMMUG00000057183	
ENSMMUG00000063138	5S_rRNA
ENSMMUG00000047084	Metazoa_SRP
ENSMMUG00000026352	U6
ENSMMUG00000060205	PAIP2
ENSMMUG00000058924	Metazoa_SRP
ENSMMUG00000004679	NIPSNAP2
ENSMMUG00000051226	
ENSMMUG00000025012	Y_RNA
ENSMMUG00000043737	
ENSMMUG00000039303	SOCS5
ENSMMUG00000022177	TANGO6
ENSMMUG00000000540	KCNG4
ENSMMUG00000005327	GRAP
ENSMMUG00000015535	IMMP2L
ENSMMUG00000049394	
ENSMMUG00000052001	Metazoa_SRP
ENSMMUG00000056527	5S_rRNA
ENSMMUG00000007421	ZCCHC7
ENSMMUG00000037497	Metazoa_SRP
ENSMMUG00000044236	
ENSMMUG00000064136	OR2AP1
ENSMMUG00000007008	DCUN1D5
ENSMMUG00000027467	Y_RNA
ENSMMUG00000062784	
ENSMMUG00000007732	TIMM10B
ENSMMUG00000063962	KAAG1
ENSMMUG00000062657	
ENSMMUG00000046925	Metazoa_SRP
ENSMMUG00000060261	
ENSMMUG00000060141	
ENSMMUG00000004387	RNF19A
ENSMMUG00000035669	U7
ENSMMUG00000056410	
ENSMMUG00000010038	ELAVL2
ENSMMUG00000028777	
ENSMMUG00000009287	GRIA1
ENSMMUG00000038415	
ENSMMUG00000059356	5S_rRNA
ENSMMUG00000015293	CLEC2D
ENSMMUG00000026671	SNORD18
ENSMMUG00000007501	KLHL34
ENSMMUG00000014187	SLC35E3
ENSMMUG00000007170	INIP
ENSMMUG00000001040	NUGGC
ENSMMUG00000010228	CLCN3
ENSMMUG00000011743	SF3B2
ENSMMUG00000011413	ASIC2
ENSMMUG00000006971	ARF3
ENSMMUG00000027332	U6
ENSMMUG00000008386	SLC25A14
ENSMMUG00000047643	COL22A1
ENSMMUG00000054528	
ENSMMUG00000012859	FAHD2A
ENSMMUG00000004692	CHAT
ENSMMUG00000054151	Metazoa_SRP
ENSMMUG00000048609	
ENSMMUG00000026740	Y_RNA
ENSMMUG00000036661	U7
ENSMMUG00000005393	ACSL3
ENSMMUG00000060712	
ENSMMUG00000027011	mml-mir-103-2
ENSMMUG00000064065	U6
ENSMMUG00000015219	C1QTNF2
ENSMMUG00000051402	
ENSMMUG00000014295	ASPG
ENSMMUG00000062308	
ENSMMUG00000013223	OR10P1
ENSMMUG00000003780	TJP2
ENSMMUG00000007155	MAF1
ENSMMUG00000051035	
ENSMMUG00000011083	ZNF570
ENSMMUG00000057558	SMPX
ENSMMUG00000022752	ELOVL3
ENSMMUG00000064851	U6
ENSMMUG00000050974	Metazoa_SRP
ENSMMUG00000008452	DCDC2
ENSMMUG00000022228	C17orf50
ENSMMUG00000001002	SLC23A1
ENSMMUG00000053159	
ENSMMUG00000051844	
ENSMMUG00000061363	
ENSMMUG00000013625	ATP11A
ENSMMUG00000004442	WFDC1
ENSMMUG00000047649	Metazoa_SRP
ENSMMUG00000058819	
ENSMMUG00000058169	CCDC115
ENSMMUG00000020758	ERBB3
ENSMMUG00000035821	U7
ENSMMUG00000020258	E2F4
ENSMMUG00000021779	CORIN
ENSMMUG00000064050	PRSS27
ENSMMUG00000060768	
ENSMMUG00000039266	Metazoa_SRP
ENSMMUG00000051560	
ENSMMUG00000026874	mml-mir-219-2
ENSMMUG00000041535	C2orf69
ENSMMUG00000009559	MCMBP
ENSMMUG00000063458	Metazoa_SRP
ENSMMUG00000010556	SRCAP
ENSMMUG00000012597	UBAP2
ENSMMUG00000014163	TICAM1
ENSMMUG00000044229	POU6F1
ENSMMUG00000007731	ARFIP2
ENSMMUG00000023611	FIGN
ENSMMUG00000000660	LRIT1
ENSMMUG00000060585	OR4D9
ENSMMUG00000061076	
ENSMMUG00000055590	
ENSMMUG00000060512	Y_RNA
ENSMMUG00000056185	
ENSMMUG00000055528	
ENSMMUG00000052848	Metazoa_SRP
ENSMMUG00000018715	
ENSMMUG00000059526	
ENSMMUG00000006472	
ENSMMUG00000006546	ATP6V0A2
ENSMMUG00000064655	U3
ENSMMUG00000016114	CNP
ENSMMUG00000055314	Metazoa_SRP
ENSMMUG00000018612	URM1
ENSMMUG00000051212	
ENSMMUG00000056678	
ENSMMUG00000056908	Metazoa_SRP
ENSMMUG00000017096	SH3YL1
ENSMMUG00000054088	
ENSMMUG00000061463	Metazoa_SRP
ENSMMUG00000057242	U6
ENSMMUG00000037719	TEX51
ENSMMUG00000016108	MT4
ENSMMUG00000000722	RHBDD1
ENSMMUG00000002376	SCARF1
ENSMMUG00000063368	
ENSMMUG00000014026	AP1M1
ENSMMUG00000057163	Metazoa_SRP
ENSMMUG00000023167	TYW5
ENSMMUG00000059962	
ENSMMUG00000048973	CRIPT
ENSMMUG00000052424	
ENSMMUG00000021517	SCARA3
ENSMMUG00000023074	ZBED8
ENSMMUG00000062092	
ENSMMUG00000028776	ZNF793
ENSMMUG00000037115	U7
ENSMMUG00000035826	U7
ENSMMUG00000015714	PPP3CB
ENSMMUG00000050428	Metazoa_SRP
ENSMMUG00000052009	
ENSMMUG00000022467	
ENSMMUG00000012458	AMIGO2
ENSMMUG00000061401	
ENSMMUG00000053435	
ENSMMUG00000000659	LRIT2
ENSMMUG00000017150	MAVS
ENSMMUG00000061317	U3
ENSMMUG00000032945	
ENSMMUG00000014398	NINJ1
ENSMMUG00000051423	OR4D11
ENSMMUG00000058375	
ENSMMUG00000055511	
ENSMMUG00000033316	Y_RNA
ENSMMUG00000013226	ITGA7
ENSMMUG00000058532	
ENSMMUG00000054111	Metazoa_SRP
ENSMMUG00000059804	
ENSMMUG00000023274	SULF1
ENSMMUG00000050890	U6
ENSMMUG00000042189	U6
ENSMMUG00000017243	RNF165
ENSMMUG00000017044	
ENSMMUG00000019305	RPS6KB1
ENSMMUG00000051213	U6
ENSMMUG00000035418	U3
ENSMMUG00000021672	LPIN1
ENSMMUG00000012743	BGN
ENSMMUG00000052594	Metazoa_SRP
ENSMMUG00000023075	SLU7
ENSMMUG00000037718	PRSS22
ENSMMUG00000061386	
ENSMMUG00000058817	
ENSMMUG00000050959	
ENSMMUG00000010548	COX11
ENSMMUG00000054690	DTX1
ENSMMUG00000007709	CRNKL1
ENSMMUG00000062118	U3
ENSMMUG00000022229	MMP28
ENSMMUG00000059685	
ENSMMUG00000010922	HAS3
ENSMMUG00000010688	OR2AT4
ENSMMUG00000018631	C16orf96
ENSMMUG00000002203	PCED1B
ENSMMUG00000024840	U6
ENSMMUG00000025010	U6
ENSMMUG00000053951	Metazoa_SRP
ENSMMUG00000051798	U3
ENSMMUG00000063920	
ENSMMUG00000013233	COL4A4
ENSMMUG00000053059	
ENSMMUG00000007168	KIAA1958
ENSMMUG00000043910	
ENSMMUG00000039261	RBMY
ENSMMUG00000050756	
ENSMMUG00000062762	
ENSMMUG00000020238	SLC6A2
ENSMMUG00000000782	NPC1L1
ENSMMUG00000062259	U6
ENSMMUG00000007157	
ENSMMUG00000010121	SLC16A3
ENSMMUG00000000658	CDHR1
ENSMMUG00000057390	
ENSMMUG00000035752	
ENSMMUG00000064372	
ENSMMUG00000057623	
ENSMMUG00000034183	U6
ENSMMUG00000005455	RNF213
ENSMMUG00000053128	
ENSMMUG00000004305	STK35
ENSMMUG00000058403	Metazoa_SRP
ENSMMUG00000060378	FXYD1
ENSMMUG00000059090	
ENSMMUG00000058774	MZB1
ENSMMUG00000055379	
ENSMMUG00000050336	PSPH
ENSMMUG00000053857	CXHXorf48
ENSMMUG00000057680	OR4D10
ENSMMUG00000055202	U3
ENSMMUG00000011326	
ENSMMUG00000053363	Metazoa_SRP
ENSMMUG00000049699	TXNL4B
ENSMMUG00000050347	
ENSMMUG00000008451	NRSN1
ENSMMUG00000016240	FAM241B
ENSMMUG00000029700	CATSPER2
ENSMMUG00000061668	
ENSMMUG00000053037	Metazoa_SRP
ENSMMUG00000013835	DHRS9
ENSMMUG00000058636	U3
ENSMMUG00000000710	
ENSMMUG00000053486	U6
ENSMMUG00000016969	CAMKK2
ENSMMUG00000053937	
ENSMMUG00000047412	ZNF28
ENSMMUG00000057583	
ENSMMUG00000052622	
ENSMMUG00000003248	CCNH
ENSMMUG00000042077	DRAM1
ENSMMUG00000018650	WNK1
ENSMMUG00000049657	Metazoa_SRP
ENSMMUG00000002985	GBF1
ENSMMUG00000026583	U1
ENSMMUG00000052061	U2
ENSMMUG00000000118	PLAGL2
ENSMMUG00000057613	U2
ENSMMUG00000014618	NDRG4
ENSMMUG00000005067	ELP3
ENSMMUG00000063572	
ENSMMUG00000064166	U4
ENSMMUG00000013573	MZT2B
ENSMMUG00000040087	Metazoa_SRP
ENSMMUG00000055447	MDM2
ENSMMUG00000001199	SETD3
ENSMMUG00000002324	
ENSMMUG00000058517	
ENSMMUG00000024124	Y_RNA
ENSMMUG00000053739	
ENSMMUG00000052218	
ENSMMUG00000011091	ZNF571
ENSMMUG00000059407	
ENSMMUG00000002894	DOCK4
ENSMMUG00000011037	SLC14A1
ENSMMUG00000057202	
ENSMMUG00000048003	
ENSMMUG00000049456	Metazoa_SRP
ENSMMUG00000037377	U7
ENSMMUG00000061619	
ENSMMUG00000054965	
ENSMMUG00000039962	Metazoa_SRP
ENSMMUG00000012840	HVCN1
ENSMMUG00000057996	
ENSMMUG00000009984	PDYN
ENSMMUG00000015363	DTNBP1
ENSMMUG00000049854	
ENSMMUG00000046169	
ENSMMUG00000000687	ETV7
ENSMMUG00000063543	
ENSMMUG00000018717	ZNF75D
ENSMMUG00000010550	TOM1L1
ENSMMUG00000050664	Metazoa_SRP
ENSMMUG00000056166	
ENSMMUG00000051088	
ENSMMUG00000060502	
ENSMMUG00000062971	PROB1
ENSMMUG00000060225	
ENSMMUG00000062487	
ENSMMUG00000007945	LRRC4C
ENSMMUG00000023206	FXYD7
ENSMMUG00000058660	
ENSMMUG00000006970	CCDC65
ENSMMUG00000057037	Metazoa_SRP
ENSMMUG00000001102	KCNE4
ENSMMUG00000017653	BUB1
ENSMMUG00000039992	HES6
ENSMMUG00000002377	RILP
ENSMMUG00000061218	
ENSMMUG00000016183	PRSS21
ENSMMUG00000051037	
ENSMMUG00000014148	SLC27A4
ENSMMUG00000061827	Metazoa_SRP
ENSMMUG00000062038	U3
ENSMMUG00000060889	OR4D6
ENSMMUG00000055519	Metazoa_SRP
ENSMMUG00000005602	MCM10
ENSMMUG00000011478	ATP2B3
ENSMMUG00000032892	U6
ENSMMUG00000058558	
ENSMMUG00000063884	
ENSMMUG00000051307	
ENSMMUG00000063173	
ENSMMUG00000008956	NEUROG3
ENSMMUG00000049547	Metazoa_SRP
ENSMMUG00000054264	DFNB59
ENSMMUG00000030178	
ENSMMUG00000007728	TRIM3
ENSMMUG00000059497	
ENSMMUG00000011092	ZNF540
ENSMMUG00000062469	
ENSMMUG00000057722	U3
ENSMMUG00000021793	RASAL1
ENSMMUG00000065152	
ENSMMUG00000063603	
ENSMMUG00000024955	
ENSMMUG00000049349	Metazoa_SRP
ENSMMUG00000044047	KLRB1
ENSMMUG00000057224	Metazoa_SRP
ENSMMUG00000050746	Metazoa_SRP
ENSMMUG00000023071	SPATA24
ENSMMUG00000058480	
ENSMMUG00000020882	NRG4
ENSMMUG00000012762	ATP6AP2
ENSMMUG00000062532	Metazoa_SRP
ENSMMUG00000019450	TMEM181
ENSMMUG00000056009	
ENSMMUG00000058137	ZNF816
ENSMMUG00000002769	RNF167
ENSMMUG00000056928	
ENSMMUG00000061335	
ENSMMUG00000055366	
ENSMMUG00000064948	
ENSMMUG00000001682	PDIA3
ENSMMUG00000001884	DAZAP2
ENSMMUG00000005389	PIGF
ENSMMUG00000064844	
ENSMMUG00000012342	Metazoa_SRP
ENSMMUG00000058346	
ENSMMUG00000049970	Y_RNA
ENSMMUG00000061366	
ENSMMUG00000011473	C18H18orf25
ENSMMUG00000023182	FOXD4L1
ENSMMUG00000064775	
ENSMMUG00000062894	
ENSMMUG00000037559	ZNF70
ENSMMUG00000061351	
ENSMMUG00000015314	TSPAN15
ENSMMUG00000037102	U6
ENSMMUG00000010925	DERPC
ENSMMUG00000014717	HGH1
ENSMMUG00000013881	WNK2
ENSMMUG00000058381	
ENSMMUG00000034347	U6
ENSMMUG00000046478	WASHC3
ENSMMUG00000062748	Metazoa_SRP
ENSMMUG00000065135	
ENSMMUG00000050270	Metazoa_SRP
ENSMMUG00000053595	
ENSMMUG00000003851	KALRN
ENSMMUG00000060251	U6
ENSMMUG00000003892	NIPA2
ENSMMUG00000023168	MAIP1
ENSMMUG00000002144	
ENSMMUG00000016351	DPF3
ENSMMUG00000049427	Y_RNA
ENSMMUG00000013542	ATP2C2
ENSMMUG00000060024	
ENSMMUG00000009958	ANKRD46
ENSMMUG00000025625	U6
ENSMMUG00000050346	
ENSMMUG00000056404	
ENSMMUG00000034159	U6
ENSMMUG00000045345	Metazoa_SRP
ENSMMUG00000050656	
ENSMMUG00000052560	
ENSMMUG00000065092	Metazoa_SRP
ENSMMUG00000060310	Metazoa_SRP
ENSMMUG00000052351	Metazoa_SRP
ENSMMUG00000053622	VPREB3
ENSMMUG00000057967	
ENSMMUG00000000140	EPN2
ENSMMUG00000007221	HMOX1
ENSMMUG00000007482	RPAP3
ENSMMUG00000064119	Metazoa_SRP
ENSMMUG00000056468	
ENSMMUG00000054138	DMRTA1
ENSMMUG00000058092	
ENSMMUG00000055687	
ENSMMUG00000057715	
ENSMMUG00000052513	
ENSMMUG00000021159	
ENSMMUG00000023207	FXYD5
ENSMMUG00000008441	BANK1
ENSMMUG00000058529	
ENSMMUG00000011654	HSDL2
ENSMMUG00000056939	
ENSMMUG00000057316	
ENSMMUG00000061535	
ENSMMUG00000003548	TECTB
ENSMMUG00000018918	SCG2
ENSMMUG00000034832	U6
ENSMMUG00000064491	Metazoa_SRP
ENSMMUG00000052922	
ENSMMUG00000015711	MSS51
ENSMMUG00000022476	LETM2
ENSMMUG00000000288	CCL2
ENSMMUG00000005623	C10H22orf15
ENSMMUG00000062693	
ENSMMUG00000016016	CCDC25
ENSMMUG00000059064	
ENSMMUG00000018474	
ENSMMUG00000002187	FKBP7
ENSMMUG00000064139	
ENSMMUG00000008230	PGM5
ENSMMUG00000018930	PER2
ENSMMUG00000058560	
ENSMMUG00000005391	RHOQ
ENSMMUG00000057376	
ENSMMUG00000065321	
ENSMMUG00000023077	PTTG1
ENSMMUG00000035888	SNORD121A
ENSMMUG00000009203	RNFT1
ENSMMUG00000008108	ZNF449
ENSMMUG00000051988	
ENSMMUG00000045736	
ENSMMUG00000054080	
ENSMMUG00000013587	PLCD3
ENSMMUG00000055869	Metazoa_SRP
ENSMMUG00000032944	U6
ENSMMUG00000041104	GLB1L2
ENSMMUG00000062679	
ENSMMUG00000035443	U2
ENSMMUG00000015272	CCT6A
ENSMMUG00000007751	SLC22A18
ENSMMUG00000064406	SMAGP
ENSMMUG00000000672	HPR
ENSMMUG00000056237	
ENSMMUG00000018577	MANSC1
ENSMMUG00000022841	UTP4
ENSMMUG00000057184	
ENSMMUG00000054424	Metazoa_SRP
ENSMMUG00000026212	U6
ENSMMUG00000049331	
ENSMMUG00000064985	Metazoa_SRP
ENSMMUG00000034816	U6
ENSMMUG00000007725	HPX
ENSMMUG00000052208	
ENSMMUG00000017201	C16H17orf98
ENSMMUG00000042330	
ENSMMUG00000012407	
ENSMMUG00000027775	Y_RNA
ENSMMUG00000065318	
ENSMMUG00000054430	
ENSMMUG00000029820	TEN1
ENSMMUG00000049923	
ENSMMUG00000052753	U2
ENSMMUG00000062384	
ENSMMUG00000050542	
ENSMMUG00000001179	PIP4K2C
ENSMMUG00000016118	DNAJC7
ENSMMUG00000042162	
ENSMMUG00000006966	FAM47A
ENSMMUG00000036785	SNORD121B
ENSMMUG00000018744	DNAJC18
ENSMMUG00000056441	
ENSMMUG00000012863	GPAT2
ENSMMUG00000005624	CHCHD10
ENSMMUG00000059940	
ENSMMUG00000022166	CPLANE1
ENSMMUG00000051973	Metazoa_SRP
ENSMMUG00000040366	Metazoa_SRP
ENSMMUG00000061595	Y_RNA
ENSMMUG00000015708	ANXA7
ENSMMUG00000054778	Metazoa_SRP
ENSMMUG00000063497	
ENSMMUG00000061313	
ENSMMUG00000065070	
ENSMMUG00000007317	ZNF334
ENSMMUG00000062603	U6
ENSMMUG00000019303	TUBD1
ENSMMUG00000053870	ZFP30
ENSMMUG00000058051	
ENSMMUG00000046400	ERVV-1
ENSMMUG00000029250	UBALD1
ENSMMUG00000056328	
ENSMMUG00000057408	
ENSMMUG00000023163	BIN2
ENSMMUG00000053085	U2
ENSMMUG00000009710	AP1S3
ENSMMUG00000058802	mml-mir-7173
ENSMMUG00000054930	
ENSMMUG00000061819	
ENSMMUG00000059131	
ENSMMUG00000061645	
ENSMMUG00000049819	mml-mir-7200
ENSMMUG00000054180	
ENSMMUG00000057540	
ENSMMUG00000063791	
ENSMMUG00000053200	UBE2R2
ENSMMUG00000049971	Y_RNA
ENSMMUG00000016521	SGTB
ENSMMUG00000056134	Metazoa_SRP
ENSMMUG00000063878	
ENSMMUG00000006861	DNAH10
ENSMMUG00000054403	mml-mir-30c-2
ENSMMUG00000035865	SNORD123
ENSMMUG00000005270	RYR3
ENSMMUG00000005392	ATP6V1E2
ENSMMUG00000057292	AP5S1
ENSMMUG00000061949	Metazoa_SRP
ENSMMUG00000001683	ELL3
ENSMMUG00000064519	
ENSMMUG00000058989	
ENSMMUG00000023312	HP
ENSMMUG00000052359	
ENSMMUG00000055542	Metazoa_SRP
ENSMMUG00000060627	
ENSMMUG00000005228	PIP5K1A
ENSMMUG00000001134	CDKN2B
ENSMMUG00000057078	
ENSMMUG00000063745	
ENSMMUG00000011122	ZNF862
ENSMMUG00000061146	TRAV22
